1	20	1692576253
2	20	1692576254
3	20	1692576254
4	20	1692576254
5	100	1692576245
6	20	1692576254
7	20	1692576255
8	100	1692575494
9	20	1692576255
10	20	1692576255
11	20	1692576255
12	20	1692576256
14	40	1692576256
15	200	1692576161
16	330	1692575577
17	38	1692576256
18	740	1692576256
19	100	1692576182
20	20	1692576257
21	20	1692576257
22	20	1692576257
23	100	1692576068
24	1600	1692575708
25	100	1692575634
27	100	1692576198
28	270	1692575967
29	370	1692575599
30	20	1692576257
31	1800000	1692576257
33	20	1692576258
34	40	1692576258
35	20	1692576258
36	20	1692576258
37	250	1692575919
38	100	1692576121
39	100	1692576053
40	20	1692576259
41	100	1692575835
42	20	1692576259
46	100	1692575859
47	20	1692576259
48	100000	1692576259
49	100	1692575811
51	600	1692576180
52	20	1692576260
53	5600	1692576182
55	360	1692575872
56	6400000	1692576260
58	100000	1692576260
59	30	1692576260
61	100	1692576237
62	45000	1692575834
66	5000	1692576261
67	180000	1692576261
69	100	1692575704
70	20	1692576261
71	190	1692576261
72	24	1692576261
73	400	1692575825
76	1900	1692575687
77	20	1692576262
78	44	1692576262
79	100	1692576202
80	10000	1692575578
81	100	1692576127
82	100	1692575875
83	20	1692576262
84	100	1692575717
85	92000	1692576262
86	490	1692576150
87	20	1692576263
88	200	1692575962
89	20	1692576263
90	100	1692575918
91	100	1692575918
92	20	1692576263
93	600	1692576263
94	8900	1692575873
95	4500	1692575868
96	24	1692576264
97	440	1692576264
98	800	1692575577
99	3200	1692576264
100	5600	1692576264
101	10000	1692575589
102	20	1692576265
103	460	1692576265
104	18000	1692576196
105	15000	1692576226
106	20	1692576265
107	20	1692576265
108	90	1692576265
109	20	1692576266
110	750	1692575899
111	1700	1692576266
112	70	1692576266
113	190	1692576266
114	640	1692576267
115	580	1692576267
117	20	1692576267
118	100	1692575536
119	100	1692575678
120	100	1692575678
121	100	1692576158
122	100	1692575503
123	100	1692575907
124	100	1692575508
125	210	1692575680
126	340	1692576005
127	800	1692576267
128	62	1692576268
129	100	1692576043
130	200	1692576189
131	100	1692575678
132	440	1692575764
135	200	1692575508
136	100	1692575507
137	1500	1692576006
138	500	1692575783
139	100	1692576268
140	200	1692576268
142	100	1692575592
143	600	1692575866
144	20	1692576268
145	20	1692576269
147	3400	1692576269
148	1800	1692576269
149	78	1692576269
157	800	1692575726
158	20	1692576269
159	100	1692576107
160	100	1692575489
161	100	1692575730
162	20	1692576270
163	20	1692576270
164	100	1692575693
165	20	1692576270
166	20	1692576270
167	20	1692576271
168	20	1692576271
169	100	1692576202
170	100	1692576209
171	20	1692576271
172	100	1692576164
173	100	1692575707
174	250	1692575501
175	20	1692576271
176	5100	1692575692
177	1600	1692576272
178	2400	1692576272
179	20	1692576272
180	100	1692575749
181	100	1692575627
182	20	1692576272
183	100	1692575911
184	310	1692575511
185	300	1692575825
186	100	1692576147
187	100	1692575481
188	100	1692576018
189	100	1692575875
193	200000000	1692576272
194	63000000	1692575482
195	130	1692576273
196	1700	1692575493
198	20	1692576273
199	30	1692576273
200	20	1692576273
201	20	1692576274
202	100	1692575492
203	20	1692576274
204	140	1692576158
205	190	1692575481
206	250	1692576174
207	270	1692576078
208	100	1692575980
209	100	1692575911
210	100	1692576196
211	100	1692576196
212	100	1692575992
213	160	1692576036
214	420	1692575526
215	2900	1692575557
216	480	1692576274
217	3000	1692575557
218	30	1692576274
219	100	1692576175
220	100	1692576140
221	520	1692576275
222	20	1692576275
223	30	1692576275
224	100	1692576150
225	42	1692576275
226	670	1692576173
227	130	1692576275
228	680	1692576276
229	4400	1692576276
230	120	1692575803
231	20	1692576276
232	20	1692576276
233	100	1692576249
234	22	1692576277
236	800	1692575643
237	100	1692575518
238	100	1692575475
239	160	1692575780
240	160	1692575780
241	180	1692575780
242	100	1692575550
243	100	1692575649
244	100	1692575956
245	100	1692575561
246	100	1692575901
247	100	1692575737
248	180	1692575635
249	26	1692576277
250	130	1692576049
251	290	1692575635
252	120	1692576032
253	100	1692575636
254	100	1692575637
255	300	1692575700
256	240	1692575636
257	270	1692575853
258	2000	1692576243
259	20	1692576277
260	100	1692576241
261	20	1692576277
262	58	1692576278
263	20	1692576278
264	100	1692576194
265	20	1692576278
266	100	1692575624
267	20	1692576278
268	2600	1692576279
269	20	1692576279
270	20	1692576279
271	250	1692576181
272	50	1692576279
273	890	1692575858
274	500	1692576106
276	10000	1692575593
277	300	1692575490
278	60	1692576280
279	300	1692576171
280	190	1692576028
281	100000000	1692576280
285	100	1692575670
286	20	1692576280
287	33000	1692575551
288	16000	1692576103
289	29000	1692575915
290	30000	1692576027
291	22	1692576280
292	20	1692576280
293	100	1692575912
294	100	1692575920
295	30	1692576281
296	100	1692576067
297	20	1692576281
298	20	1692576281
299	100	1692575783
300	100	1692575980
301	20	1692576281
302	750	1692575638
303	100	1692575884
304	100	1692575516
305	100	1692575718
306	100	1692575723
307	100	1692575682
308	26	1692576282
309	26	1692576282
310	26	1692576282
311	20	1692576282
312	32	1692576283
313	940	1692575515
314	22	1692576283
315	22	1692576283
316	300	1692575884
317	22	1692576283
318	22	1692576283
319	430	1692575709
320	720	1692576019
321	600	1692576284
322	100	1692575754
323	26	1692576284
324	170	1692575838
325	170	1692575634
326	34	1692576284
327	990	1692576218
328	100	1692575493
329	26	1692576284
330	2400	1692575469
331	800	1692575962
332	100	1692575551
333	220	1692575604
334	26	1692576285
335	600	1692576113
338	500	1692575649
340	250	1692576115
341	34	1692576285
