# This is a list of item prices maintained by Irrat and updated via github
# The prices contained in this are not identical to the ones in game, but are roughly equal. This is meant to tell you what items are worth, not what you can sell them for
# The difference can be said as, if you sold using the prices in here, you shouldn't expect to be making a profit vs selling them by hand.
# The prices provided in here do not respect well_stocked, do not respect limits and do not understand when someone is selling at a loss.
# The prices listed are meant for informational purposes with the `accountval` script. It isn't intended to be usable for maximizing profits

1	100	1692576253
2	100	1692576254
3	100	1692576254
4	100	1692576254
5	100	1692576245
6	100	1692576254
7	100	1692576255
8	100	1692575494
9	100	1692576255
10	100	1692576255
11	100	1692576255
12	100	1692576256
14	200	1692576256
15	200	1692576161
16	330	1692575577
17	195	1692576256
18	3750	1692576256
19	100	1692576182
20	100	1692576257
21	100	1692576257
22	100	1692576257
23	100	1692576068
24	1000	1692578549
25	100	1692575634
27	100	1692576198
28	275	1692575967
29	374	1692575599
30	100	1692576257
31	9000000	1692576257
33	100	1692576258
34	200	1692576258
35	100	1692576258
36	100	1692576258
37	250	1692575919
38	100	1692576121
39	100	1692576053
40	100	1692576259
41	100	1692575835
42	100	1692576259
46	100	1692575859
47	100	1692576259
48	500000	1692576259
49	100	1692575811
51	600	1692576180
52	100	1692576260
53	5600	1692576182
55	189	1692575872
56	32000000	1692576260
58	500000	1692576260
59	150	1692576260
61	100	1692576237
62	45000	1692575834
66	25000	1692576261
67	899000	1692576261
69	100	1692575704
70	100	1692576261
71	950	1692576261
72	120	1692576261
73	399	1692575825
76	1890	1692575687
77	100	1692576262
78	225	1692576262
79	100	1692576202
80	10500	1692575578
81	100	1692576127
82	100	1692575875
83	100	1692576262
84	100	1692575717
85	465000	1692576262
86	490	1692576150
87	100	1692576263
88	200	1692575962
89	100	1692576263
90	100	1692575918
91	100	1692575918
92	100	1692576263
93	2999	1692576263
94	8876	1692575873
95	4500	1692575868
96	120	1692576264
97	2200	1692576264
98	799	1692575577
99	15700	1692576264
100	28185	1692576264
101	9999	1692575589
102	100	1692576265
103	2340	1692576265
104	19999	1692576196
105	14950	1692576226
106	100	1692576265
107	100	1692576265
108	450	1692576265
109	100	1692576266
110	750	1692575899
111	8800	1692576266
112	350	1692576266
113	980	1692576266
114	3190	1692576267
115	2900	1692576267
117	100	1692576267
118	100	1692578552
119	100	1692575678
120	100	1692575678
121	100	1692576158
122	100	1692575503
123	100	1692575907
124	100	1692575508
125	216	1692575680
126	344	1692576005
127	4000	1692576267
128	316	1692576268
129	100	1692576043
130	200	1692576189
131	100	1692575678
132	444	1692575764
135	200	1692578567
136	100	1692578567
137	1500	1692576006
138	498	1692575783
139	500	1692576268
140	999	1692576268
142	100	1692575592
143	600	1692575866
144	100	1692576268
145	100	1692576269
147	16800	1692576269
148	9000	1692576269
149	389	1692576269
157	800	1692575726
158	100	1692576269
159	100	1692576107
160	100	1692575489
161	100	1692575730
162	100	1692576270
163	100	1692576270
164	100	1692575693
165	100	1692576270
166	100	1692576270
167	104	1692576271
168	100	1692576271
169	100	1692576202
170	100	1692576209
171	100	1692576271
172	100	1692576164
173	100	1692575707
174	275	1692575501
175	100	1692576271
176	5142	1692575692
177	7995	1692576272
178	11899	1692576272
179	104	1692576272
180	100	1692575749
181	100	1692575627
182	100	1692576272
183	100	1692575911
184	314	1692575511
185	300	1692575825
186	100	1692576147
187	100	1692575481
188	100	1692576018
189	100	1692575875
193	995000000	1692576272
194	62999999	1692575482
195	678	1692576273
196	1699	1692577423
198	100	1692576273
199	150	1692576273
200	102	1692576273
201	100	1692576274
202	100	1692575492
203	100	1692576274
204	104	1692576158
205	190	1692575481
206	100	1692576174
207	275	1692576078
208	100	1692575980
209	100	1692575911
210	100	1692576196
211	100	1692576196
212	100	1692575992
213	160	1692576036
214	420	1692575526
215	2950	1692575557
216	2444	1692576274
217	3000	1692575557
218	150	1692576274
219	100	1692576175
220	100	1692576140
221	2600	1692576275
222	100	1692576275
223	150	1692576275
224	100	1692576150
225	214	1692576275
226	674	1692576173
227	683	1692576275
228	3456	1692576276
229	22663	1692576276
230	120	1692575803
231	100	1692576276
232	100	1692576276
233	100	1692576249
234	114	1692576277
236	800	1692575643
237	100	1692578565
238	100	1692578580
239	160	1692575780
240	160	1692575780
241	180	1692575780
242	100	1692575550
243	100	1692575649
244	100	1692575956
245	100	1692575561
246	100	1692575901
247	100	1692575737
248	180	1692575635
249	130	1692576277
250	130	1692576049
251	295	1692575635
252	120	1692576032
253	100	1692575636
254	100	1692575637
255	150	1692575700
256	240	1692575636
257	269	1692575853
258	2000	1692576243
259	100	1692576277
260	100	1692576241
261	100	1692576277
262	295	1692576278
263	100	1692576278
264	100	1692576194
265	100	1692576278
266	100	1692575624
267	100	1692576278
268	13400	1692576279
269	100	1692576279
